"PERIOD","STATUS","DATE","SAMPLE","PLOT","TRANSECT","SIDE","DIST_X","DIST_Y","HABITAT","CL_mm","WM_g","SFDM_g","EXCR_IND"
"Closed season","Reserve","9/15/19","A","BR2","B","L",2.8,13.75,"R",72,349.4931913,54.87043104,181.2306193
"Closed season","Reserve","9/15/19","A","BR2","B","R",9.5,11.25,"R",72,349.4931913,54.87043104,186.1441582
"Closed season","Reserve","9/15/19","A","BR2","B","R",10.2,11.25,"R",70,321.9496555,50.54609591,189.0220942
"Closed season","Reserve","9/15/19","A","BR2","B","L",2.8,13.75,"R",73,363.8265751,57.1207723,191.5156087
"Closed season","Reserve","9/15/19","A","BR2","B","R",9.5,11.25,"R",70,321.9496555,50.54609591,191.7994807
"Closed season","Reserve","9/15/19","A","BR2","B","R",10.2,11.25,"R",76,409.1304152,64.23347518,199.8465177
"Closed season","Reserve","9/15/19","A","BR2","B","L",2.5,13.75,"R",75,393.6404253,61.80154678,207.2632623
"Closed season","Reserve","9/15/19","A","BR2","B","L",2.8,13.75,"R",80,475.0883261,74.5888672,213.6044022
"Closed season","Reserve","9/15/19","A","BR2","B","L",19.5,13.75,"R",80,475.0883261,74.5888672,216.921684
"Closed season","Reserve","9/15/19","A","BR2","B","L",19.5,13.75,"R",83,528.8872633,83.03530033,218.9288844
"Closed season","Reserve","9/15/19","A","BR2","B","R",4.4,11.25,"R",78,441.300292,69.28414584,223.0256515
"Closed season","Reserve","9/15/19","A","BR2","B","R",6.5,11.25,"R",82,510.5323979,80.15358648,225.2178392
"Closed season","Reserve","9/15/19","A","BR2","B","R",10.2,11.25,"R",80,475.0883261,74.5888672,226.2568787
"Closed season","Reserve","9/15/19","A","BR2","B","L",3.6,13.75,"R",82,510.5323979,80.15358648,226.6549652
"Closed season","Reserve","9/15/19","A","BR2","B","R",20,11.25,"R",83,528.8872633,83.03530033,227.8343748
"Closed season","Reserve","9/15/19","A","BR2","B","R",6.5,11.25,"R",83,528.8872633,83.03530033,228.209919
"Closed season","Reserve","9/15/19","A","BR2","B","L",19.5,13.75,"R",81,492.600993,77.3383559,228.6030094
"Closed season","Reserve","9/15/19","A","BR2","B","R",6.5,11.25,"R",82,510.5323979,80.15358648,231.9453316
"Closed season","Reserve","9/15/19","A","BR2","B","L",12.5,13.75,"R",82,510.5323979,80.15358648,232.1505775
"Closed season","Reserve","9/15/19","A","BR2","B","L",5.2,13.75,"R",83,528.8872633,83.03530033,234.8505672
"Closed season","Reserve","9/15/19","A","BR2","B","L",5.2,13.75,"R",82,510.5323979,80.15358648,236.9759309
"Closed season","Reserve","9/15/19","A","BR2","B","L",4.3,13.75,"R",82,510.5323979,80.15358648,237.6212534
"Closed season","Reserve","9/15/19","A","BR2","B","R",9.5,11.25,"R",83,528.8872633,83.03530033,238.297641
"Closed season","Reserve","9/15/19","A","BR2","B","R",4.4,11.25,"R",84,547.6703064,85.9842381,239.1787365
"Closed season","Reserve","9/15/19","A","BR2","B","R",6.5,11.25,"R",83,528.8872633,83.03530033,242.0660433
"Closed season","Reserve","9/15/19","A","BR2","B","L",5.8,13.75,"R",83,528.8872633,83.03530033,244.4915267
"Closed season","Reserve","9/15/19","A","BR2","B","L",12.5,13.75,"R",84,547.6703064,85.9842381,245.4932984
"Closed season","Reserve","9/15/19","A","BR2","B","L",2.5,13.75,"R",84,547.6703064,85.9842381,249.3669476
"Closed season","Reserve","9/15/19","A","BR2","B","L",2.5,13.75,"R",85,566.8862397,89.00113964,249.7858907
"Closed season","Reserve","9/15/19","A","BR2","B","L",12.5,13.75,"R",84,547.6703064,85.9842381,252.7409812
"Closed season","Reserve","9/15/19","A","BR2","B","R",20,11.25,"R",85,566.8862397,89.00113964,253.8842384
"Closed season","Reserve","9/15/19","A","BR2","B","R",6.5,11.25,"R",95,783.8879162,123.0704028,300.6402959
"Closed season","Reserve","9/15/19","A","BR2","B","L",4.3,13.75,"R",94,760.0849246,119.3333332,303.5213665
"Closed season","Reserve","9/15/19","A","BR2","B","R",6.5,11.25,"R",101,937.0416307,147.115536,334.4546554
"Closed season","Reserve","9/15/19","A","BR2","B","L",19.5,13.75,"R",105,1049.32833,164.7445478,347.3281336
"Closed season","Reserve","9/15/19","A","BR2","B","L",4.2,13.75,"R",105,1049.32833,164.7445478,353.8797196
"Closed season","Reserve","9/15/19","A","BR2","B","L",4.2,13.75,"R",108,1139.100789,178.8388239,385.4983843
"Closed season","Reserve","9/15/19","A","BR2","B","L",19.5,13.75,"R",120,1548.452161,243.1069893,416.7690408
"Closed season","Reserve","9/15/19","A","BR2","B","L",19.5,13.75,"R",122,1624.859909,255.1030057,448.8556406
"Closed season","Reserve","9/15/19","A","BR2","B","L",19.5,13.75,"R",125,1744.049333,273.8157453,451.9270461
"Closed season","Reserve","9/15/19","A","BR2","B","L",12.5,13.75,"R",130,1955.209451,306.9678838,487.7938418
"Closed season","Reserve","9/15/19","A","BR2","B","R",6.5,11.25,"R",135,2182.500521,342.6525818,516.4737729
"Closed season","Reserve","9/15/19","A","BR2","C","L",4,8.75,"R",72,349.4931913,54.87043104,185.6413344
"Closed season","Reserve","9/15/19","A","BR2","C","R",4,6.25,"R",73,363.8265751,57.1207723,188.6643446
"Closed season","Reserve","9/15/19","A","BR2","C","R",3.7,6.25,"R",74,378.5407316,59.43089487,194.8092533
"Closed season","Reserve","9/15/19","A","BR2","C","L",9,8.75,"R",80,475.0883261,74.5888672,225.0346128
"Closed season","Reserve","9/15/19","A","BR2","C","L",14.8,8.75,"R",80,475.0883261,74.5888672,225.4015967
"Closed season","Reserve","9/15/19","A","BR2","C","R",2.7,6.25,"R",83,528.8872633,83.03530033,225.7095417
"Closed season","Reserve","9/15/19","A","BR2","C","L",9,8.75,"R",82,510.5323979,80.15358648,235.7591485
"Closed season","Reserve","9/15/19","A","BR2","C","L",14.8,8.75,"R",82,510.5323979,80.15358648,237.5401311
"Closed season","Reserve","9/15/19","A","BR2","C","L",14.8,8.75,"R",95,783.8879162,123.0704028,296.0008247
"Closed season","Reserve","9/15/19","A","BR2","C","R",4.5,6.25,"R",100,910.2623129,142.9111831,322.1902462
"Closed season","Reserve","9/15/19","A","BR2","C","R",2.7,6.25,"R",102,964.3332592,151.4003217,322.5060561
"Closed season","Reserve","9/15/19","A","BR2","D","R",0.1,1.25,"R",67,283.3707065,44.48920091,165.8796523
"Closed season","Reserve","9/15/19","A","BR2","D","R",18.4,1.25,"L",67,283.3707065,44.48920091,169.0402162
"Closed season","Reserve","9/15/19","A","BR2","D","R",3.2,1.25,"R",68,295.8718942,46.45188739,176.510834
"Closed season","Reserve","9/15/19","A","BR2","D","R",9.7,1.25,"R",78,441.300292,69.28414584,215.1505658
"Closed season","Reserve","9/15/19","A","BR2","D","R",9.7,1.25,"R",79,457.9896699,71.90437818,223.4366253
"Closed season","Reserve","9/15/19","A","BR2","D","R",4,1.25,"R",80,475.0883261,74.5888672,231.7802287
"Closed season","Reserve","9/15/19","A","BR2","D","R",4,1.25,"R",83,528.8872633,83.03530033,232.5750014
"Closed season","Reserve","9/15/19","A","BR2","D","R",4,1.25,"R",82,510.5323979,80.15358648,233.4223094
"Closed season","Reserve","9/15/19","A","BR2","D","L",4.9,3.75,"R",83,528.8872633,83.03530033,234.1364738
"Closed season","Reserve","9/15/19","A","BR2","D","R",3.2,1.25,"R",88,627.1784345,98.46701422,259.7649121
"Closed season","Reserve","9/24/19","B","BR2","A","R",8.4,16.25,"R",68,295.8718942,46.45188739,171.196714
"Closed season","Reserve","9/24/19","B","BR2","A","L",7,18.75,"R",70,321.9496555,50.54609591,180.1062278
"Closed season","Reserve","9/24/19","B","BR2","A","L",7,18.75,"R",72,349.4931913,54.87043104,181.5118939
"Closed season","Reserve","9/24/19","B","BR2","A","L",7,18.75,"R",72,349.4931913,54.87043104,191.6519541
"Closed season","Reserve","9/24/19","B","BR2","A","R",8.4,16.25,"R",73,363.8265751,57.1207723,192.2884423
"Closed season","Reserve","9/24/19","B","BR2","A","L",7,18.75,"R",73,363.8265751,57.1207723,192.6857849
"Closed season","Reserve","9/24/19","B","BR2","A","R",10,16.25,"R",74,378.5407316,59.43089487,193.1358541
"Closed season","Reserve","9/24/19","B","BR2","A","L",4,18.75,"R",74,378.5407316,59.43089487,195.3046073
"Closed season","Reserve","9/24/19","B","BR2","A","L",4,18.75,"R",72,349.4931913,54.87043104,195.9601924
"Closed season","Reserve","9/24/19","B","BR2","A","R",10,16.25,"R",73,363.8265751,57.1207723,196.343319
"Closed season","Reserve","9/24/19","B","BR2","A","R",8.4,16.25,"R",74,378.5407316,59.43089487,196.6041027
"Closed season","Reserve","9/24/19","B","BR2","A","L",4,18.75,"R",76,409.1304152,64.23347518,198.0506146
"Closed season","Reserve","9/24/19","B","BR2","A","R",8.4,16.25,"R",76,409.1304152,64.23347518,203.7733555
"Closed season","Reserve","9/24/19","B","BR2","A","R",16.4,16.25,"R",78,441.300292,69.28414584,216.0618799
"Closed season","Reserve","9/24/19","B","BR2","A","L",5.8,18.75,"R",78,441.300292,69.28414584,218.9115642
"Closed season","Reserve","9/24/19","B","BR2","A","R",10,16.25,"R",80,475.0883261,74.5888672,219.250764
"Closed season","Reserve","9/24/19","B","BR2","A","R",16.6,16.25,"R",82,510.5323979,80.15358648,231.0657881
"Closed season","Reserve","9/24/19","B","BR2","A","R",16.4,16.25,"R",83,528.8872633,83.03530033,232.9620326
"Closed season","Reserve","9/24/19","B","BR2","A","L",4,18.75,"R",82,510.5323979,80.15358648,234.587149
"Closed season","Reserve","9/24/19","B","BR2","A","R",10,16.25,"R",83,528.8872633,83.03530033,235.0609043
"Closed season","Reserve","9/24/19","B","BR2","A","R",10,16.25,"R",82,510.5323979,80.15358648,235.5714352
"Closed season","Reserve","9/24/19","B","BR2","A","L",7,18.75,"R",82,510.5323979,80.15358648,236.9164856
"Closed season","Reserve","9/24/19","B","BR2","A","R",8.4,16.25,"R",84,547.6703064,85.9842381,238.3360026
"Closed season","Reserve","9/24/19","B","BR2","A","L",4,18.75,"R",84,547.6703064,85.9842381,239.0638994
"Closed season","Reserve","9/24/19","B","BR2","A","L",7,18.75,"R",83,528.8872633,83.03530033,240.159587
"Closed season","Reserve","9/24/19","B","BR2","A","R",8.4,16.25,"R",83,528.8872633,83.03530033,241.060499
"Closed season","Reserve","9/24/19","B","BR2","A","L",7,18.75,"R",82,510.5323979,80.15358648,242.5074738
"Closed season","Reserve","9/24/19","B","BR2","A","R",10,16.25,"R",86,586.5397711,92.08674406,247.9194317
"Closed season","Reserve","9/24/19","B","BR2","A","L",4,18.75,"R",86,586.5397711,92.08674406,248.8668219
"Closed season","Reserve","9/24/19","B","BR2","A","R",10,16.25,"R",86,586.5397711,92.08674406,250.5232279
"Closed season","Reserve","9/24/19","B","BR2","A","L",4,18.75,"R",83,528.8872633,83.03530033,250.5403562
"Closed season","Reserve","9/24/19","B","BR2","A","R",8.4,16.25,"R",86,586.5397711,92.08674406,255.0130991
"Closed season","Reserve","9/24/19","B","BR2","A","R",16.6,16.25,"R",86,586.5397711,92.08674406,257.6952655
"Closed season","Reserve","9/24/19","B","BR2","A","L",7,18.75,"R",84,547.6703064,85.9842381,264.0332537
"Closed season","Reserve","9/24/19","B","BR2","A","L",7,18.75,"R",90,669.623864,105.1309466,264.4605433
"Closed season","Reserve","9/24/19","B","BR2","A","L",7,18.75,"R",90,669.623864,105.1309466,272.8971271
"Closed season","Reserve","9/24/19","B","BR2","A","L",5.8,18.75,"R",90,669.623864,105.1309466,273.8264241
"Closed season","Reserve","9/24/19","B","BR2","A","R",8.4,16.25,"R",90,669.623864,105.1309466,277.3057052
"Closed season","Reserve","9/24/19","B","BR2","A","R",8.4,16.25,"R",92,713.9135533,112.0844279,285.7438466
"Closed season","Reserve","9/24/19","B","BR2","A","L",4,18.75,"R",93,736.7616925,115.6715857,288.857179
"Closed season","Reserve","9/24/19","B","BR2","A","R",8.4,16.25,"R",90,669.623864,105.1309466,289.3283546
"Closed season","Reserve","9/24/19","B","BR2","A","L",4,18.75,"R",95,783.8879162,123.0704028,303.1240087
"Closed season","Reserve","9/24/19","B","BR2","A","L",7,18.75,"R",95,783.8879162,123.0704028,306.2173217
"Closed season","Reserve","9/24/19","B","BR2","A","R",8.4,16.25,"R",108,1139.100789,178.8388239,371.6351173
"Closed season","Reserve","9/24/19","B","BR2","A","R",12,16.25,"R",130,1955.209451,306.9678838,526.8074978
"Closed season","Reserve","9/24/19","B","BR2","A","L",7,18.75,"R",135,2182.500521,342.6525818,535.9966812
"Closed season","Reserve","9/24/19","B","BR2","B","R",12,11.25,"R",58,186.1248934,29.22160826,130.4425781
"Closed season","Reserve","9/24/19","B","BR2","B","R",8.6,11.25,"R",58,186.1248934,29.22160826,133.0056567
"Closed season","Reserve","9/24/19","B","BR2","B","R",12,11.25,"R",60,205.4506356,32.25574979,137.5334114
"Closed season","Reserve","9/24/19","B","BR2","B","R",11.4,11.25,"R",64,247.9603016,38.92976735,162.6857022
"Closed season","Reserve","9/24/19","B","BR2","B","R",12,11.25,"R",68,295.8718942,46.45188739,170.649545
"Closed season","Reserve","9/24/19","B","BR2","B","R",12,11.25,"R",70,321.9496555,50.54609591,173.0831433
"Closed season","Reserve","9/24/19","B","BR2","B","R",8.6,11.25,"R",70,321.9496555,50.54609591,174.14109
"Closed season","Reserve","9/24/19","B","BR2","B","R",4.8,11.25,"R",68,295.8718942,46.45188739,177.6879985
"Closed season","Reserve","9/24/19","B","BR2","B","L",18.2,13.75,"R",72,349.4931913,54.87043104,179.8566898
"Closed season","Reserve","9/24/19","B","BR2","B","R",4.8,11.25,"R",76,409.1304152,64.23347518,197.3638281
"Closed season","Reserve","9/24/19","B","BR2","B","R",12,11.25,"R",76,409.1304152,64.23347518,201.5672252
"Closed season","Reserve","9/24/19","B","BR2","B","R",12,11.25,"R",76,409.1304152,64.23347518,202.3774871
"Closed season","Reserve","9/24/19","B","BR2","B","R",4.8,11.25,"R",76,409.1304152,64.23347518,207.1983527
"Closed season","Reserve","9/24/19","B","BR2","B","R",12,11.25,"R",74,378.5407316,59.43089487,207.2533378
"Closed season","Reserve","9/24/19","B","BR2","B","R",8.6,11.25,"R",78,441.300292,69.28414584,207.8277909
"Closed season","Reserve","9/24/19","B","BR2","B","L",19,13.75,"R",78,441.300292,69.28414584,213.1751366
"Closed season","Reserve","9/24/19","B","BR2","B","L",19,13.75,"R",78,441.300292,69.28414584,214.3359164
"Closed season","Reserve","9/24/19","B","BR2","B","L",19,13.75,"R",78,441.300292,69.28414584,214.7276017
"Closed season","Reserve","9/24/19","B","BR2","B","R",4.8,11.25,"R",78,441.300292,69.28414584,216.3413237
"Closed season","Reserve","9/24/19","B","BR2","B","R",11.4,11.25,"R",78,441.300292,69.28414584,216.8609819
"Closed season","Reserve","9/24/19","B","BR2","B","R",4.8,11.25,"R",80,475.0883261,74.5888672,219.2564893
"Closed season","Reserve","9/24/19","B","BR2","B","R",12,11.25,"R",83,528.8872633,83.03530033,234.6602783
"Closed season","Reserve","9/24/19","B","BR2","B","L",4,13.75,"R",83,528.8872633,83.03530033,235.8953141
"Closed season","Reserve","9/24/19","B","BR2","B","R",4.8,11.25,"R",83,528.8872633,83.03530033,236.8164881
"Closed season","Reserve","9/24/19","B","BR2","B","R",11.6,11.25,"R",84,547.6703064,85.9842381,239.7733313
"Closed season","Reserve","9/24/19","B","BR2","B","R",12,11.25,"R",83,528.8872633,83.03530033,242.2114784
"Closed season","Reserve","9/24/19","B","BR2","B","R",11.6,11.25,"R",83,528.8872633,83.03530033,242.4307577
"Closed season","Reserve","9/24/19","B","BR2","B","L",4,13.75,"R",86,586.5397711,92.08674406,250.0008196
"Closed season","Reserve","9/24/19","B","BR2","B","R",12,11.25,"R",90,669.623864,105.1309466,254.7648458
"Closed season","Reserve","9/24/19","B","BR2","B","R",12,11.25,"R",86,586.5397711,92.08674406,257.9579951
"Closed season","Reserve","9/24/19","B","BR2","B","R",12,11.25,"R",92,713.9135533,112.0844279,287.5075689
"Closed season","Reserve","9/24/19","B","BR2","B","R",11.4,11.25,"R",106,1078.715503,169.3583339,333.7787951
"Closed season","Reserve","9/24/19","B","BR2","C","L",0.8,8.75,"R",72,349.4931913,54.87043104,187.6753766
"Closed season","Reserve","9/24/19","B","BR2","C","R",12,6.25,"R",86,586.5397711,92.08674406,241.7085144
"Closed season","Reserve","9/24/19","B","BR2","C","L",0,8.75,"R",110,1201.664745,188.661365,402.9410933
"Closed season","Reserve","9/24/19","B","BR2","C","R",2,6.25,"R",130,1955.209451,306.9678838,504.910784
"Closed season","Reserve","9/24/19","B","BR2","D","L",4.8,3.75,"R",58,186.1248934,29.22160826,129.8791665
"Closed season","Reserve","9/24/19","B","BR2","D","L",4.8,3.75,"R",59,195.6310459,30.7140742,137.729379
"Closed season","Reserve","9/24/19","B","BR2","D","L",4.8,3.75,"R",62,226.0495275,35.48977581,156.9884494
"Closed season","Reserve","9/24/19","B","BR2","D","L",4.8,3.75,"R",73,363.8265751,57.1207723,185.2540083
"Closed season","Reserve","9/24/19","B","BR2","D","L",4.8,3.75,"R",74,378.5407316,59.43089487,200.1902771
"Closed season","Reserve","9/24/19","B","BR2","D","L",18.4,3.75,"L",78,441.300292,69.28414584,205.3134689
"Closed season","Reserve","9/24/19","B","BR2","D","L",4.8,3.75,"R",76,409.1304152,64.23347518,207.3923375
"Closed season","Reserve","9/24/19","B","BR2","D","L",4.8,3.75,"R",76,409.1304152,64.23347518,209.7199955
"Closed season","Reserve","9/24/19","B","BR2","D","R",3.7,1.25,"R",77,425.0154547,66.72742638,210.4140466
"Closed season","Reserve","9/24/19","B","BR2","D","L",7.8,3.75,"R",76,409.1304152,64.23347518,213.2591952
"Closed season","Reserve","9/24/19","B","BR2","D","R",3.7,1.25,"R",78,441.300292,69.28414584,214.9347275
"Closed season","Reserve","9/24/19","B","BR2","D","L",7.8,3.75,"R",80,475.0883261,74.5888672,225.8662596
"Closed season","Reserve","9/24/19","B","BR2","D","L",4.8,3.75,"R",80,475.0883261,74.5888672,227.0736583
"Closed season","Reserve","9/24/19","B","BR2","D","L",4.8,3.75,"R",83,528.8872633,83.03530033,239.1973788
"Closed season","Reserve","9/24/19","B","BR2","D","L",4.8,3.75,"R",82,510.5323979,80.15358648,240.6450728
"Closed season","Reserve","9/24/19","B","BR2","D","L",4.8,3.75,"R",83,528.8872633,83.03530033,240.9991751
"Closed season","Reserve","9/24/19","B","BR2","D","L",18.4,3.75,"L",83,528.8872633,83.03530033,241.2597261
"Closed season","Reserve","9/24/19","B","BR2","D","R",3.7,1.25,"R",86,586.5397711,92.08674406,246.2639321
"Closed season","Reserve","9/24/19","B","BR2","D","L",7.8,3.75,"R",90,669.623864,105.1309466,268.5377891
"Closed season","Reserve","9/24/19","B","BR2","D","R",3.7,1.25,"R",93,736.7616925,115.6715857,276.0268444
"Closed season","Reserve","9/24/19","B","BR2","D","L",4.8,3.75,"R",98,858.2220538,134.7408625,303.1384031
"Closed season","Reserve","9/24/19","B","BR2","D","R",18.4,1.25,"L",126,1785.018117,280.2478444,437.7815761
"Closed season","Reserve","9/24/19","B","BR2","D","R",4.6,1.25,"R",130,1955.209451,306.9678838,488.5582088
"Closed season","Reserve","9/28/19","C","BR2","A","L",0,18.75,"R",64,247.9603016,38.92976735,151.1324484
"Closed season","Reserve","9/28/19","C","BR2","A","L",1,18.75,"R",68,295.8718942,46.45188739,171.153199
"Closed season","Reserve","9/28/19","C","BR2","A","L",11,18.75,"R",69,308.7299461,48.47060153,175.5634572
"Closed season","Reserve","9/28/19","C","BR2","A","L",12,18.75,"R",70,321.9496555,50.54609591,176.9323565
"Closed season","Reserve","9/28/19","C","BR2","A","L",11,18.75,"R",73,363.8265751,57.1207723,187.0812385
"Closed season","Reserve","9/28/19","C","BR2","A","R",13,16.25,"R",72,349.4931913,54.87043104,189.4232294
"Closed season","Reserve","9/28/19","C","BR2","A","L",13,18.75,"R",73,363.8265751,57.1207723,192.0260521
"Closed season","Reserve","9/28/19","C","BR2","A","L",13.4,18.75,"R",74,378.5407316,59.43089487,194.4174654
"Closed season","Reserve","9/28/19","C","BR2","A","L",10.7,18.75,"R",74,378.5407316,59.43089487,198.6610343
"Closed season","Reserve","9/28/19","C","BR2","A","L",10.8,18.75,"R",76,409.1304152,64.23347518,200.0500053
"Closed season","Reserve","9/28/19","C","BR2","A","L",6.4,18.75,"R",76,409.1304152,64.23347518,202.9303716
"Closed season","Reserve","9/28/19","C","BR2","A","R",13,16.25,"R",73,363.8265751,57.1207723,205.1653179
"Closed season","Reserve","9/28/19","C","BR2","A","R",12.5,16.25,"R",78,441.300292,69.28414584,207.7345491
"Closed season","Reserve","9/28/19","C","BR2","A","L",10.7,18.75,"R",76,409.1304152,64.23347518,208.8169093
"Closed season","Reserve","9/28/19","C","BR2","A","L",0,18.75,"R",78,441.300292,69.28414584,209.0892801
"Closed season","Reserve","9/28/19","C","BR2","A","R",13,16.25,"R",78,441.300292,69.28414584,209.7349583
"Closed season","Reserve","9/28/19","C","BR2","A","R",13,16.25,"R",78,441.300292,69.28414584,211.2445953
"Closed season","Reserve","9/28/19","C","BR2","A","L",10.8,18.75,"R",77,425.0154547,66.72742638,211.595278
"Closed season","Reserve","9/28/19","C","BR2","A","R",12.5,16.25,"R",80,475.0883261,74.5888672,216.637717
"Closed season","Reserve","9/28/19","C","BR2","A","L",6.4,18.75,"R",80,475.0883261,74.5888672,217.1775039
"Closed season","Reserve","9/28/19","C","BR2","A","L",1,18.75,"R",81,492.600993,77.3383559,222.7329876
"Closed season","Reserve","9/28/19","C","BR2","A","L",9.7,18.75,"R",80,475.0883261,74.5888672,225.9188288
"Closed season","Reserve","9/28/19","C","BR2","A","L",0,18.75,"R",82,510.5323979,80.15358648,229.9453387
"Closed season","Reserve","9/28/19","C","BR2","A","L",0,18.75,"R",83,528.8872633,83.03530033,235.46722
"Closed season","Reserve","9/28/19","C","BR2","A","L",10.8,18.75,"R",83,528.8872633,83.03530033,237.1622932
"Closed season","Reserve","9/28/19","C","BR2","A","L",6.4,18.75,"R",84,547.6703064,85.9842381,239.1370004
"Closed season","Reserve","9/28/19","C","BR2","A","L",1,18.75,"R",84,547.6703064,85.9842381,240.6307254
"Closed season","Reserve","9/28/19","C","BR2","A","R",12.7,16.25,"R",83,528.8872633,83.03530033,244.4980695
"Closed season","Reserve","9/28/19","C","BR2","A","L",10.7,18.75,"R",86,586.5397711,92.08674406,251.8088346
"Closed season","Reserve","9/28/19","C","BR2","A","L",10.7,18.75,"R",90,669.623864,105.1309466,255.0098458
"Closed season","Reserve","9/28/19","C","BR2","A","L",9.7,18.75,"R",89,648.1729585,101.7631545,263.2202872
"Closed season","Reserve","9/28/19","C","BR2","A","R",13,16.25,"R",89,648.1729585,101.7631545,264.31889
"Closed season","Reserve","9/28/19","C","BR2","A","L",1,18.75,"R",90,669.623864,105.1309466,265.1680633
"Closed season","Reserve","9/28/19","C","BR2","B","L",2,13.75,"R",68,295.8718942,46.45188739,168.0724021
"Closed season","Reserve","9/28/19","C","BR2","B","L",2,13.75,"R",69,308.7299461,48.47060153,170.6770069
"Closed season","Reserve","9/28/19","C","BR2","B","R",1,11.25,"R",68,295.8718942,46.45188739,174.0063318
"Closed season","Reserve","9/28/19","C","BR2","B","R",7,11.25,"R",69,308.7299461,48.47060153,174.6783037
"Closed season","Reserve","9/28/19","C","BR2","B","R",1,11.25,"R",69,308.7299461,48.47060153,176.6102631
"Closed season","Reserve","9/28/19","C","BR2","B","L",1.6,13.75,"R",69,308.7299461,48.47060153,176.7058321
"Closed season","Reserve","9/28/19","C","BR2","B","L",1.6,13.75,"R",68,295.8718942,46.45188739,176.9685861
"Closed season","Reserve","9/28/19","C","BR2","B","L",10.5,13.75,"R",72,349.4931913,54.87043104,177.6546431
"Closed season","Reserve","9/28/19","C","BR2","B","L",1.6,13.75,"R",70,321.9496555,50.54609591,179.800022
"Closed season","Reserve","9/28/19","C","BR2","B","L",2,13.75,"R",70,321.9496555,50.54609591,179.8376246
"Closed season","Reserve","9/28/19","C","BR2","B","L",7.2,13.75,"R",71,335.5358101,52.67912218,181.2425909
"Closed season","Reserve","9/28/19","C","BR2","B","L",2,13.75,"R",71,335.5358101,52.67912218,185.9146003
"Closed season","Reserve","9/28/19","C","BR2","B","L",10,13.75,"R",72,349.4931913,54.87043104,188.8458527
"Closed season","Reserve","9/28/19","C","BR2","B","L",10,13.75,"R",72,349.4931913,54.87043104,190.7616928
"Closed season","Reserve","9/28/19","C","BR2","B","L",10,13.75,"R",74,378.5407316,59.43089487,196.9025226
"Closed season","Reserve","9/28/19","C","BR2","B","R",1,11.25,"R",74,378.5407316,59.43089487,196.9491796
"Closed season","Reserve","9/28/19","C","BR2","B","R",16.6,11.25,"R",76,409.1304152,64.23347518,200.926444
"Closed season","Reserve","9/28/19","C","BR2","B","R",16.6,11.25,"R",76,409.1304152,64.23347518,204.3529072
"Closed season","Reserve","9/28/19","C","BR2","B","R",13,11.25,"R",75,393.6404253,61.80154678,205.3855809
"Closed season","Reserve","9/28/19","C","BR2","B","R",7,11.25,"R",76,409.1304152,64.23347518,205.5489985
"Closed season","Reserve","9/28/19","C","BR2","B","L",1.6,13.75,"R",76,409.1304152,64.23347518,207.0000248
"Closed season","Reserve","9/28/19","C","BR2","B","R",1.5,11.25,"R",76,409.1304152,64.23347518,207.0523811
"Closed season","Reserve","9/28/19","C","BR2","B","L",10,13.75,"R",80,475.0883261,74.5888672,211.3234194
"Closed season","Reserve","9/28/19","C","BR2","B","R",7,11.25,"R",78,441.300292,69.28414584,212.6550173
"Closed season","Reserve","9/28/19","C","BR2","B","R",7,11.25,"R",80,475.0883261,74.5888672,214.0697746
"Closed season","Reserve","9/28/19","C","BR2","B","R",1.5,11.25,"R",79,457.9896699,71.90437818,214.6460749
"Closed season","Reserve","9/28/19","C","BR2","B","L",0.5,13.75,"R",80,475.0883261,74.5888672,214.7016576
"Closed season","Reserve","9/28/19","C","BR2","B","L",1.6,13.75,"R",80,475.0883261,74.5888672,215.6955108
"Closed season","Reserve","9/28/19","C","BR2","B","R",1.5,11.25,"R",80,475.0883261,74.5888672,215.9558879
"Closed season","Reserve","9/28/19","C","BR2","B","R",7,11.25,"R",80,475.0883261,74.5888672,220.4885581
"Closed season","Reserve","9/28/19","C","BR2","B","L",1.6,13.75,"R",80,475.0883261,74.5888672,221.2953558
"Closed season","Reserve","9/28/19","C","BR2","B","R",7,11.25,"R",82,510.5323979,80.15358648,222.1308938
"Closed season","Reserve","9/28/19","C","BR2","B","L",7.2,13.75,"R",80,475.0883261,74.5888672,223.0725001
"Closed season","Reserve","9/28/19","C","BR2","B","R",1.5,11.25,"R",82,510.5323979,80.15358648,226.0481606
"Closed season","Reserve","9/28/19","C","BR2","B","L",2,13.75,"R",82,510.5323979,80.15358648,228.4054413
"Closed season","Reserve","9/28/19","C","BR2","B","R",1.5,11.25,"R",84,547.6703064,85.9842381,230.1262758
"Closed season","Reserve","9/28/19","C","BR2","B","R",16.6,11.25,"R",82,510.5323979,80.15358648,230.3160537
"Closed season","Reserve","9/28/19","C","BR2","B","L",7.2,13.75,"R",82,510.5323979,80.15358648,230.3873283
"Closed season","Reserve","9/28/19","C","BR2","B","R",0.5,11.25,"R",82,510.5323979,80.15358648,233.9380269
"Closed season","Reserve","9/28/19","C","BR2","B","L",0.5,13.75,"R",83,528.8872633,83.03530033,234.9872438
"Closed season","Reserve","9/28/19","C","BR2","B","L",0.5,13.75,"R",83,528.8872633,83.03530033,235.7014056
"Closed season","Reserve","9/28/19","C","BR2","B","R",1.5,11.25,"R",83,528.8872633,83.03530033,236.4604662
"Closed season","Reserve","9/28/19","C","BR2","B","L",10,13.75,"R",83,528.8872633,83.03530033,236.6545544
